Date,Open,High,Low,Close,Adj Close,Volume
9/4/2013,23.73999977,25.44000053,23.5,25.44000053,25.44000053,87300
9/5/2013,26.29999924,27.75,25,27.10000038,27.10000038,57100
9/6/2013,27.70999908,28.18000031,26.04999924,27.07999992,27.07999992,91500
9/9/2013,27.11000061,28.98999977,26.12999916,26.79000092,26.79000092,81800
9/10/2013,27.09000015,27.71999931,26.12999916,27.71999931,27.71999931,103600
9/11/2013,27.47999954,27.79999924,26.55999947,27.12999916,27.12999916,86400
9/12/2013,27.07999992,27.67000008,26.60000038,26.93000031,26.93000031,93500
9/13/2013,26.94000053,27.22999954,26.06999969,26.54999924,26.54999924,129200
9/16/2013,27,28.12000084,26.12000084,26.89999962,26.89999962,95400
9/17/2013,27.02000046,27.84000015,25.87000084,26.06999969,26.06999969,85200
9/18/2013,25.80999947,27.20000076,25.80999947,27.12000084,27.12000084,162500
9/19/2013,27.04000092,27.79999924,26.30999947,27.65999985,27.65999985,178200
9/20/2013,27.75,27.89999962,26.04999924,26.70999908,26.70999908,400000
9/23/2013,27.17000008,27.17000008,25.03000069,26.09000015,26.09000015,362400
9/24/2013,26.07999992,26.19000053,25.12999916,25.78000069,25.78000069,321200
9/25/2013,25.76000023,27.63999939,25.20000076,26.95000076,26.95000076,189600
9/26/2013,27.37999916,29.34000015,27.25,27.44000053,27.44000053,255500
9/27/2013,27.10000038,28.95999908,27.10000038,27.86000061,27.86000061,127000
9/30/2013,27.48999977,28.14999962,26.76000023,27.95999908,27.95999908,959300
10/1/2013,28.07999992,29.23999977,27.12999916,28.75,28.75,117700
10/2/2013,28.70999908,30.04999924,28.10000038,30.04000092,30.04000092,127400
10/3/2013,30.04999924,32.70000076,29.5,32.25,32.25,223200
10/4/2013,32.15999985,33.59000015,31.86000061,33.18000031,33.18000031,104500
10/7/2013,32.91999817,32.91999817,30.76000023,30.79000092,30.79000092,97900
10/8/2013,30.79000092,31.12000084,28.52000046,28.96999931,28.96999931,201800
10/9/2013,29.15999985,29.15999985,24.43000031,25.14999962,25.14999962,421800
10/10/2013,25.62999916,27.40999985,24.12000084,25.15999985,25.15999985,142700
10/11/2013,25.19000053,26.21999931,24.31999969,24.76000023,24.76000023,103000
10/14/2013,24.72999954,26.38999939,24.25,26.22999954,26.22999954,38700
10/15/2013,26.55999947,27.57999992,26.10000038,26.43000031,26.43000031,60100
10/16/2013,26.65999985,27.51000023,26.5,27.42000008,27.42000008,86200
10/17/2013,27.17000008,28.72999954,27.17000008,28.39999962,28.39999962,40300
10/18/2013,28.61000061,29.57999992,28.05999947,28.52000046,28.52000046,86000
10/21/2013,28.69000053,29.35000038,28.40999985,28.79999924,28.79999924,137100
10/22/2013,28.77000046,29.25,26.54999924,26.70999908,26.70999908,61700
10/23/2013,26.47999954,27.37999916,25.51000023,27.29999924,27.29999924,26100
10/24/2013,27.37000084,27.98999977,27.07999992,27.71999931,27.71999931,30500
10/25/2013,27.81999969,28.30999947,26.13999939,26.52000046,26.52000046,45300
10/28/2013,26.45000076,26.46999931,24.89999962,25.04000092,25.04000092,74600
10/29/2013,25.11000061,25.90999985,24.75,25.68000031,25.68000031,54000
10/30/2013,25.77000046,25.81999969,24.47999954,24.53000069,24.53000069,58000
10/31/2013,23.94000053,24.77000046,23.14999962,23.15999985,23.15999985,92500
11/1/2013,23.14999962,25.60000038,22.70000076,23,23,135200
11/4/2013,23.06999969,24.68000031,23,23.84000015,23.84000015,65700
11/5/2013,23.70000076,24.46999931,23.30999947,24.29999924,24.29999924,63500
11/6/2013,24.53000069,24.89999962,21.15999985,22,22,296500
11/7/2013,22,22.39999962,19,19.45999908,19.45999908,382700
11/8/2013,19.48999977,20.47999954,19.37000084,19.85000038,19.85000038,102400
11/11/2013,19.87000084,21.79999924,19.87000084,20.88999939,20.88999939,58300
11/12/2013,20.95999908,21.20000076,19.44000053,20.09000015,20.09000015,67100
11/13/2013,20.01000023,21.77000046,20.01000023,21.5,21.5,86100
11/14/2013,21.47999954,22.11000061,18.97999954,19,19,378600
11/15/2013,19.01000023,19.29999924,17.59000015,17.60000038,17.60000038,177500
11/18/2013,17.71999931,17.71999931,15.77000046,17,17,495500
11/19/2013,16.88999939,17.21999931,16.38999939,17.05999947,17.05999947,146500
11/20/2013,17.05999947,17.14999962,16.61000061,16.97999954,16.97999954,105200
11/21/2013,16.97999954,18.13999939,16.97999954,17.97999954,17.97999954,101600
11/22/2013,18,18.65999985,17.60000038,17.85000038,17.85000038,63800
11/25/2013,17.79000092,17.79000092,15.90999985,16.05999947,16.05999947,153900
11/26/2013,16.10000038,17.79999924,16,17.22999954,17.22999954,144300
11/27/2013,17.25,17.96999931,17,17.76000023,17.76000023,214100
11/29/2013,17.86000061,18.22999954,17.54999924,17.54999924,17.54999924,32900
12/2/2013,17.60000038,17.79999924,16.84000015,17.28000069,17.28000069,82600
12/3/2013,18,18.20999908,17.18000031,17.81999969,17.81999969,156200
12/4/2013,17.79999924,18.25,17.62999916,18.01000023,18.01000023,112600
12/5/2013,18,18.22999954,17.76000023,18.04000092,18.04000092,26600
12/6/2013,18.22999954,19.45999908,17.90999985,18.86000061,18.86000061,101600
12/9/2013,18.96999931,19.20000076,18.29000092,19.11000061,19.11000061,121200
12/10/2013,19.15999985,19.19000053,18.55999947,18.67000008,18.67000008,100900
12/11/2013,18.87999916,18.87999916,17.64999962,18.19000053,18.19000053,111700
12/12/2013,18.23999977,19.95999908,18.01000023,19.42000008,19.42000008,170500
12/13/2013,19.56999969,20.12999916,18.48999977,19.56999969,19.56999969,122500
12/16/2013,20.02000046,24.47999954,19.67000008,24.04999924,24.04999924,383300
12/17/2013,23.79000092,23.89999962,21.5,22.39999962,22.39999962,252200
12/18/2013,22.37000084,22.37000084,21.01000023,21.90999985,21.90999985,199400
12/19/2013,21.73999977,22.01000023,21.34000015,21.79000092,21.79000092,137100
12/20/2013,21.89999962,21.92000008,21.37999916,21.77000046,21.77000046,886500
12/23/2013,22.12000084,23.06999969,22.03000069,22.84000015,22.84000015,249800
12/24/2013,22.95999908,23.89999962,21.39999962,23.07999992,23.07999992,173100
12/26/2013,23.25,24.47999954,23.09000015,24.31999969,24.31999969,111700
12/27/2013,24.55999947,24.89999962,23.77000046,24.5,24.5,157100
12/30/2013,24.37000084,24.89999962,23.70999908,24.44000053,24.44000053,176800
12/31/2013,24.32999992,24.92000008,22.69000053,23.95000076,23.95000076,230100
1/2/2014,23.78000069,24.61000061,22.96999931,24.02000046,24.02000046,123600
1/3/2014,24.19000053,24.29999924,22.73999977,22.96999931,22.96999931,129000
1/6/2014,23.01000023,23.44000053,21.70000076,22.51000023,22.51000023,159600
1/7/2014,22.68000031,24.45999908,22.29999924,24,24,225300
1/8/2014,23.87999916,25.36000061,23.64999962,25.03000069,25.03000069,156100
1/9/2014,25.18000031,26.87999916,24.86000061,26.63999939,26.63999939,174900
1/10/2014,26.54999924,28.07999992,26.11000061,27.37000084,27.37000084,209800
1/13/2014,27.43000031,30.40999985,27.43000031,30.36000061,30.36000061,271900
1/14/2014,30.29999924,35.90999985,30,35.58000183,35.58000183,383400
1/15/2014,36.56999969,44.04000092,35.65000153,42.18999863,42.18999863,1059700
1/16/2014,40.95000076,41.22999954,36.27999878,39.84999847,39.84999847,596900
1/17/2014,39.84999847,39.84999847,35.72999954,35.93000031,35.93000031,337400
1/21/2014,35.16999817,36.29000092,31.69000053,32,32,709100
1/22/2014,32,33.00999832,29.52000046,29.86000061,29.86000061,428600
1/23/2014,29.37000084,32.13000107,29.02000046,31.04000092,31.04000092,514900
1/24/2014,29.53000069,30.55999947,27.60000038,28.34000015,28.34000015,525200
1/27/2014,27.79999924,27.97999954,25.23999977,27.43000031,27.43000031,302400
1/28/2014,27.26000023,28.43000031,26.67000008,28.12000084,28.12000084,264200
1/29/2014,27.52000046,27.84000015,25.94000053,27.04000092,27.04000092,274900
1/30/2014,27.37999916,28.97999954,26.86000061,28.34000015,28.34000015,326100
1/31/2014,27.52000046,27.95999908,26.31999969,26.45000076,26.45000076,214900
2/3/2014,26.30999947,27.39999962,25.04999924,26.14999962,26.14999962,196300
2/4/2014,26.19000053,27.97999954,26.03000069,27.79999924,27.79999924,168000
2/5/2014,27.55999947,27.55999947,25.76000023,26.94000053,26.94000053,219700
2/6/2014,27.11000061,29.14999962,26.37999916,28.84000015,28.84000015,218900
2/7/2014,28.75,29.14999962,27.70999908,28.45000076,28.45000076,205600
2/10/2014,28.31999969,31.38999939,28.31999969,31.32999992,31.32999992,231300
2/11/2014,31.47999954,32.93000031,30.71999931,31.34000015,31.34000015,319700
2/12/2014,31.32999992,31.85000038,30.63999939,31.19000053,31.19000053,164500
2/13/2014,30.81999969,32.63000107,30.03000069,32.45000076,32.45000076,137400
2/14/2014,32.45000076,33.45000076,30.79000092,32.02000046,32.02000046,127500
2/18/2014,32.27999878,35.34000015,31.81999969,34.45999908,34.45999908,229200
2/19/2014,34.16999817,34.45000076,31.57999992,32.25,32.25,242600
2/20/2014,32.43999863,33.22999954,31.11000061,32.56000137,32.56000137,190000
2/21/2014,32.81999969,33.18999863,31.10000038,31.96999931,31.96999931,168300
2/24/2014,32.02000046,33.18000031,29.82999992,30.30999947,30.30999947,315500
2/25/2014,30.25,30.81999969,29.76000023,30.19000053,30.19000053,308600
2/26/2014,30.18000031,32.06999969,29.59000015,31.35000038,31.35000038,352000
2/27/2014,31.14999962,34.95000076,30.5,33.47999954,33.47999954,291600
2/28/2014,33.38000107,34.95000076,30.80999947,31.26000023,31.26000023,186000
3/3/2014,30.02000046,31.61000061,28.80999947,29.47999954,29.47999954,264500
3/4/2014,29.94000053,31.79999924,29.76000023,30.95000076,30.95000076,194500
3/5/2014,31.35000038,32.40999985,30.90999985,31.63999939,31.63999939,156600
3/6/2014,32.08000183,42.91999817,30.51000023,39.93000031,39.93000031,1120400
3/7/2014,40.63000107,49.79000092,37.88999939,45.45000076,45.45000076,1335000
3/10/2014,41.40000153,48.70000076,40,46.74000168,46.74000168,983300
3/11/2014,45.04999924,49.18999863,42.54999924,42.95999908,42.95999908,799600
3/12/2014,42.50999832,43.72999954,40.43999863,43.43999863,43.43999863,486200
3/13/2014,43.81000137,45.49000168,42.15000153,43.97000122,43.97000122,330000
3/14/2014,42.84999847,44.29999924,42.25,43.40000153,43.40000153,248800
3/17/2014,43.84999847,45.04000092,41.29999924,41.77000046,41.77000046,317700
3/18/2014,41.61000061,43.97999954,41.33000183,43.65999985,43.65999985,243800
3/19/2014,43.43999863,44.65999985,42.18999863,44.09999847,44.09999847,234900
3/20/2014,43.88000107,45.72000122,43.06999969,45.70000076,45.70000076,243800
3/21/2014,45.79999924,47.61999893,43.06000137,44.45999908,44.45999908,879200
3/24/2014,44.75999832,45.11000061,36.75999832,37.47000122,37.47000122,544600
3/25/2014,37.72999954,39.18000031,36.50999832,37.56000137,37.56000137,309600
3/26/2014,37.90999985,39.49000168,36.13000107,36.24000168,36.24000168,208500
3/27/2014,36.09999847,37.18999863,35.22000122,36.56000137,36.56000137,136300
3/28/2014,36.59999847,38.52000046,36.29999924,37.02000046,37.02000046,281800
3/31/2014,37.5,41.33000183,37.38999939,39.15000153,39.15000153,475500
4/1/2014,39.13000107,39.72000122,36.38000107,37.38000107,37.38000107,354000
4/2/2014,37.34999847,38.13000107,36.02999878,36.58000183,36.58000183,425200
4/3/2014,36.31999969,37.02000046,33.81999969,35.15999985,35.15999985,319800
4/4/2014,35.79000092,36.72000122,31.42000008,35.47999954,35.47999954,442800
4/7/2014,43.25,46,41.36999893,45.34999847,45.34999847,2685300
4/8/2014,45.11999893,47.65000153,43.86000061,46.90000153,46.90000153,797800
4/9/2014,46.84999847,48.97999954,46,48.41999817,48.41999817,369500
4/10/2014,46,48.29000092,44.59999847,44.84000015,44.84000015,503900
4/11/2014,44.45000076,46,43,43.31999969,43.31999969,439600
4/14/2014,44.06000137,45.90000153,42.61999893,43.90000153,43.90000153,215700
4/15/2014,43.90000153,45.41999817,37.86999893,40,40,640700
4/16/2014,40.79999924,40.79999924,38.75999832,39.20999908,39.20999908,332400
4/17/2014,39.45000076,42.52999878,38.75999832,40.66999817,40.66999817,371200
4/21/2014,40.5,41.68999863,39.81999969,41.20999908,41.20999908,189300
4/22/2014,41.49000168,47.70000076,41.43999863,47.54000092,47.54000092,472500
4/23/2014,47.06000137,48.93999863,45.84999847,46.34000015,46.34000015,534200
4/24/2014,45.20999908,45.47999954,39.75,43.58000183,43.58000183,1899800
4/25/2014,43.34000015,44.36999893,40.50999832,41.02000046,41.02000046,389500
4/28/2014,41.09999847,42.04999924,38.43999863,39.56000137,39.56000137,483100
4/29/2014,39.56999969,41.86000061,39.43000031,41.33000183,41.33000183,358300
4/30/2014,40.70000076,42.29000092,39.79000092,42.06000137,42.06000137,269800
5/1/2014,42.79999924,44.13999939,41.74000168,43.91999817,43.91999817,442800
5/2/2014,44.36000061,44.36000061,42.11999893,43.27999878,43.27999878,290100
5/5/2014,42.75999832,44.04000092,42.38999939,43.81000137,43.81000137,173100
5/6/2014,43.40999985,47.47000122,42.27000046,42.40000153,42.40000153,437500
5/7/2014,42.16999817,42.29000092,39.25,40.77999878,40.77999878,317400
5/8/2014,39.50999832,40.63999939,36.00999832,36.79000092,36.79000092,558700
5/9/2014,36.79999924,37.00999832,35.52000046,36.58000183,36.58000183,309900
5/12/2014,36.56000137,38.22000122,34.70999908,35.54000092,35.54000092,373500
5/13/2014,35.54000092,36.08000183,32.70000076,32.88999939,32.88999939,359900
5/14/2014,32.79000092,36.27999878,32.79000092,35.97000122,35.97000122,461900
5/15/2014,35.40999985,35.40999985,33.11000061,33.18000031,33.18000031,296200
5/16/2014,33.09000015,34.33000183,31.52000046,33.22999954,33.22999954,375900
5/19/2014,32.99000168,34.97999954,32.99000168,34.11000061,34.11000061,319100
5/20/2014,34.18000031,34.18000031,31.52000046,31.86000061,31.86000061,247500
5/21/2014,32.22000122,33.75999832,31.51000023,32.65999985,32.65999985,224800
5/22/2014,32.84999847,33.95000076,32.31000137,33.52000046,33.52000046,228300
5/23/2014,33.38999939,34.47999954,33.13999939,33.88999939,33.88999939,96200
5/27/2014,34.13999939,36.20999908,33.90000153,36.13999939,36.13999939,158400
5/28/2014,36.25,36.68999863,33.90000153,34.54999924,34.54999924,231100
5/29/2014,34.56000137,36.20000076,34.56000137,35.63999939,35.63999939,133800
5/30/2014,35.79000092,36.13999939,34.49000168,35.15999985,35.15999985,383000
6/2/2014,35.00999832,35.20000076,33.00999832,33.84999847,33.84999847,247400
6/3/2014,33.52000046,36.88999939,32.65999985,36.75999832,36.75999832,490400
6/4/2014,36.63999939,39.15000153,36.11999893,38.47000122,38.47000122,276600
6/5/2014,38.72000122,41.13999939,38.20000076,40.84999847,40.84999847,292900
6/6/2014,40.99000168,42.97999954,40.99000168,42.79000092,42.79000092,261400
6/9/2014,42.90999985,44.74000168,42.49000168,42.61999893,42.61999893,349600
6/10/2014,42.70000076,44,41.58000183,43.99000168,43.99000168,375200
6/11/2014,43.25999832,44.74000168,42.63999939,44.04000092,44.04000092,159600
6/12/2014,43.79999924,44.93999863,43.18999863,44.84000015,44.84000015,177900
6/13/2014,45.54000092,48.20999908,44.25999832,47.5,47.5,565500
6/16/2014,47.16999817,47.79999924,44.52000046,47.27000046,47.27000046,659600
6/17/2014,47.43000031,49,46.25,47.15999985,47.15999985,396400
6/18/2014,47.99000168,48.36999893,46.43999863,47.63999939,47.63999939,264000
6/19/2014,48,48,47,47.59000015,47.59000015,271500
6/20/2014,47.59000015,50.36999893,47.18999863,49.5,49.5,480200
6/23/2014,48.63999939,48.63999939,43.45999908,44.02000046,44.02000046,738600
6/24/2014,45.18000031,45.18000031,43.52999878,43.88000107,43.88000107,528200
6/25/2014,43.81000137,43.91999817,42.04999924,43.84000015,43.84000015,364300
6/26/2014,43.97999954,44.13000107,42.31999969,44,44,217700
6/27/2014,43.56000137,46.09999847,43.36000061,45.90999985,45.90999985,1205100
6/30/2014,45.93999863,47.29000092,45.31999969,45.81999969,45.81999969,380400
7/1/2014,47.13000107,47.90999985,45.25999832,45.61999893,45.61999893,486500
7/2/2014,45.72000122,46.49000168,44.58000183,44.72000122,44.72000122,281800
7/3/2014,44.93000031,46.02000046,43.70999908,44.22000122,44.22000122,142300
7/7/2014,43.79000092,44.22999954,41.79000092,41.99000168,41.99000168,248600
7/8/2014,41.72000122,41.72000122,39,39.58000183,39.58000183,492700
7/9/2014,39.59000015,41.02000046,38.06000137,39.40000153,39.40000153,410100
7/10/2014,38.29000092,39.18000031,36.33000183,38.29000092,38.29000092,493200
7/11/2014,38.18000031,38.45999908,36.61000061,37.43000031,37.43000031,351800
7/14/2014,38.00999832,38.02999878,36.70999908,36.97000122,36.97000122,253100
7/15/2014,37,38.02999878,36.20999908,37.63999939,37.63999939,436900
7/16/2014,37.5,37.88000107,34.54999924,34.72000122,34.72000122,432300
7/17/2014,34.5,34.63000107,33.02000046,33.20999908,33.20999908,589400
7/18/2014,33.13999939,37.5,33.00999832,37.13999939,37.13999939,512800
7/21/2014,36.90000153,38.24000168,35.38999939,37.75999832,37.75999832,296800
7/22/2014,37.93999863,38.99000168,36.90999985,37.04999924,37.04999924,391400
7/23/2014,37.83000183,39.47999954,37,39.36000061,39.36000061,329800
7/24/2014,39.68000031,40.18000031,38.40999985,38.50999832,38.50999832,262700
7/25/2014,38.27999878,38.84000015,38.02000046,38.20999908,38.20999908,136400
7/28/2014,38.31999969,38.84000015,37.06000137,38.27000046,38.27000046,202500
7/29/2014,38.36999893,40.5,37.95000076,39.90000153,39.90000153,304900
7/30/2014,40.40999985,41.02999878,39.33000183,40.09000015,40.09000015,349000
7/31/2014,39.43000031,40.70999908,38.68000031,40.29999924,40.29999924,316300
8/1/2014,40.25,40.36000061,38.20999908,38.91999817,38.91999817,283500
8/4/2014,39.25,39.86000061,38.02000046,38.59000015,38.59000015,263900
8/5/2014,38.29999924,39.95000076,37.68999863,38.31999969,38.31999969,297700
8/6/2014,37.86999893,38.70000076,37.18000031,37.50999832,37.50999832,288600
8/7/2014,37.65000153,39.95000076,36.54000092,37.09999847,37.09999847,250700
8/8/2014,37.09000015,38.25,36.43999863,38.04000092,38.04000092,160400
8/11/2014,38.38000107,41.52999878,38.38000107,40.29000092,40.29000092,335800
8/12/2014,40.11999893,40.70999908,38.75999832,38.91999817,38.91999817,259500
8/13/2014,39.15000153,42.15999985,39.15000153,41.84999847,41.84999847,324200
8/14/2014,41.77000046,42.25,40.29000092,41.29000092,41.29000092,280700
8/15/2014,41.72000122,42.15999985,40.38000107,41.40000153,41.40000153,276500
8/18/2014,41.86000061,44.16999817,41.22000122,43.06000137,43.06000137,265800
8/19/2014,43.09999847,43.84999847,41.25,41.77999878,41.77999878,242100
8/20/2014,41.24000168,41.93999863,40.25999832,40.41999817,40.41999817,160600
8/21/2014,40.20000076,40.56000137,39.65000153,40.34999847,40.34999847,276500
8/22/2014,40.11999893,44,39.63999939,43.65999985,43.65999985,438200
8/25/2014,43.93999863,44.95999908,43.52999878,44.02000046,44.02000046,246100
8/26/2014,44.04000092,45.29999924,43.77000046,44.47999954,44.47999954,369000
8/27/2014,44.75,46.22000122,44.38999939,45.43999863,45.43999863,249400
8/28/2014,44.99000168,46.56000137,44.81000137,45.00999832,45.00999832,199600
8/29/2014,45.09000015,46.50999832,45,46.22000122,46.22000122,228100
9/2/2014,46.59999847,46.86999893,45.65999985,46.29000092,46.29000092,799000
9/3/2014,46.43999863,47.24000168,45.36999893,45.65999985,45.65999985,383600
9/4/2014,45.75999832,46.61999893,44.68999863,44.95999908,44.95999908,248800
9/5/2014,44.79000092,44.79000092,42.56999969,43.77999878,43.77999878,243900
9/8/2014,43.77999878,45.91999817,43,45.49000168,45.49000168,183700
9/9/2014,45.22999954,46.56999969,44.84999847,45.06999969,45.06999969,224600
9/10/2014,45.06999969,47.29999924,45.06999969,47.27000046,47.27000046,348800
9/11/2014,46.79999924,47.38000107,45.58000183,46.40000153,46.40000153,149200
9/12/2014,45.09999847,45.99000168,44.02999878,44.22000122,44.22000122,324200
9/15/2014,43.97000122,43.97000122,41.86000061,43.40000153,43.40000153,310400
9/16/2014,43.70000076,45.04999924,42.34000015,44.47999954,44.47999954,414300
9/17/2014,49.25,49.40999985,46.25,46.34999847,46.34999847,1544100
9/18/2014,47.72999954,49.08000183,46.97000122,48.63000107,48.63000107,652800
9/19/2014,49,50.97999954,48.5,48.90999985,48.90999985,1700900
9/22/2014,49,49,46.04000092,47.34999847,47.34999847,413000
9/23/2014,46.11000061,49.11999893,45.81000137,48,48,420000
9/24/2014,48.25999832,50.75,47.5,50.24000168,50.24000168,538400
9/25/2014,50.20999908,53.88000107,49.83000183,53.45000076,53.45000076,1048300
9/26/2014,55,66.98000336,54.95000076,63.75999832,63.75999832,4147600
9/29/2014,62.47999954,69.5,60,66.5,66.5,2004800
9/30/2014,66.48999786,67.01999664,60.36000061,61.34999847,61.34999847,1609100
10/1/2014,61.5,62.54999924,58.54999924,62.13999939,62.13999939,942400
10/2/2014,62,63.97999954,59,63.38000107,63.38000107,819700
10/3/2014,64.19000244,65.59999847,62.45000076,63.65999985,63.65999985,398300
10/6/2014,63.02999878,63.88999939,61.09999847,61.56999969,61.56999969,468900
10/7/2014,61.13999939,62.38999939,59.5,61.56999969,61.56999969,333100
10/8/2014,61.47000122,64.61000061,60.50999832,64.37999725,64.37999725,397300
10/9/2014,64.08999634,65.23999786,61.47999954,62.70000076,62.70000076,494300
10/10/2014,62.18000031,63.79999924,59.52000046,60.88000107,60.88000107,403900
10/13/2014,61.18999863,64.20999908,59.77999878,62.52999878,62.52999878,449500
10/14/2014,63.15000153,65,61.56000137,62.06999969,62.06999969,709900
10/15/2014,62.22000122,69.98000336,61.45000076,65.23000336,65.23000336,1858100
10/16/2014,64.27999878,66.05999756,63.02000046,64.93000031,64.93000031,754200
10/17/2014,66.37000275,66.93000031,63.02000046,64.26999664,64.26999664,747800
10/20/2014,64.11000061,68.59999847,63.84000015,68.25,68.25,455300
10/21/2014,71.91999817,73.98999786,70.52999878,72.90000153,72.90000153,872800
10/22/2014,72.91000366,76.98000336,72,73.81999969,73.81999969,907500
10/23/2014,74.68000031,77.66000366,74.66000366,76.27999878,76.27999878,572000
10/24/2014,76.31999969,80.84999847,76,80.61000061,80.61000061,568300
10/27/2014,80.41999817,82.19999695,77.05999756,80.55000305,80.55000305,748700
10/28/2014,81.47000122,81.5,79.01000214,80.59999847,80.59999847,586700
10/29/2014,79.98999786,79.98999786,77.58000183,79.36000061,79.36000061,616400
10/30/2014,79.12999725,84.41999817,79.12999725,84.37000275,84.37000275,409400
10/31/2014,86,88.81999969,82.84999847,84.02999878,84.02999878,785900
11/3/2014,83.90000153,83.98000336,80.87999725,83.06999969,83.06999969,480600
11/4/2014,82.44999695,83.38999939,81.19999695,82.44000244,82.44000244,227800
11/5/2014,83.79000092,84.55000305,81.01999664,81.80000305,81.80000305,423300
11/6/2014,81.37000275,83.51000214,76.47000122,83.08999634,83.08999634,852300
11/7/2014,84.88999939,84.91000366,70.38999939,72.05999756,72.05999756,1879500
11/10/2014,73.16000366,82.19999695,73.16000366,81.77999878,81.77999878,1085100
11/11/2014,81.48000336,85.44999695,81.48000336,81.91000366,81.91000366,532800
11/12/2014,83.22000122,89.5,81.87000275,86.87000275,86.87000275,1440700
11/13/2014,87.38999939,88.58999634,85.41000366,86.48999786,86.48999786,568400
11/14/2014,86.01000214,86.51000214,82.86000061,84.05999756,84.05999756,409000
11/17/2014,83.13999939,86.54000092,82.98000336,84.87999725,84.87999725,430900
11/18/2014,84.83000183,86.37000275,83.29000092,83.80999756,83.80999756,539000
11/19/2014,87,99.70999908,83.34999847,95.97000122,95.97000122,3902700
11/20/2014,94.15000153,95.97000122,91.51999664,93.01000214,93.01000214,1084400
11/21/2014,94.30000305,97.36000061,92.70999908,94.83999634,94.83999634,722100
11/24/2014,94.93000031,97.98000336,94.58000183,96.73999786,96.73999786,616700
11/25/2014,96.76999664,98.36000061,96.12999725,98.02999878,98.02999878,563800
11/26/2014,98.5,102.8899994,97.69000244,102.4400024,102.4400024,699300
11/28/2014,103.6699982,111.5999985,100,100.8099976,100.8099976,998800
12/1/2014,100.7200012,102.5,95,96.26999664,96.26999664,924700
12/2/2014,92,97.90000153,89.33000183,97.31999969,97.31999969,1042600
12/3/2014,97.5,102.9599991,95.30999756,102.0199966,102.0199966,758900
12/4/2014,103.6100006,105.9000015,101.25,104.0500031,104.0500031,758200
12/5/2014,104.7300034,108.2399979,103.9899979,106.0199966,106.0199966,745000
12/8/2014,108.5,113.8199997,106.6200027,107.3000031,107.3000031,1934700
12/9/2014,106.5599976,110.8600006,104.0800018,110.5599976,110.5599976,786400
12/10/2014,109.6500015,113.4599991,108,111.5500031,111.5500031,1033400
12/11/2014,114,122.9199982,113.7399979,119.1999969,119.1999969,2776800
12/12/2014,119.5,124.3899994,118.5800018,119.5599976,119.5599976,1102400
12/15/2014,121.0999985,121.6600037,110.2099991,111.2300034,111.2300034,1628700
12/16/2014,106.5100021,113,105.7799988,107.4700012,107.4700012,1153500
12/17/2014,107.7900009,116.3000031,107.2600021,116.0800018,116.0800018,1015600
12/18/2014,119.3300018,120,115.0400009,119.7200012,119.7200012,851600
12/19/2014,120.9000015,120.9000015,117.0400009,119.6200027,119.6200027,1932900
12/22/2014,118.75,122.8499985,116.6900024,120.7799988,120.7799988,687200
12/23/2014,119.0999985,119.0999985,101.1600037,107.2200012,107.2200012,2337300
